CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
HX423717,9/10/2014 21:40,062XX N HOYNE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,N,N,2413,50,3,1161215,1941748,41.99584346,-87.68232236,"(41.99584346271968, -87.68232236422027)"
HX424151,9/10/2014 23:00,012XX W NORWOOD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2433,48,14,1166840,1940280,41.99169603,-87.66167307,"(41.99169602613584, -87.6616730723991)"
HX487169,9/11/2014 9:00,024XX W GREENLEAF AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,2411,50,26,1158703,1946742,42.0095992,-87.6914251,"(42.00959920359213, -87.69142510453364)"
HX425603,9/11/2014 10:00,070XX N CLARK ST,560,ASSAULT,SIMPLE,OTHER,N,N,2423,49,08A,1163426,1946920,42.00998915,-87.67404265,"(42.0099891463666, -87.67404265191792)"
HX424129,9/11/2014 10:19,011XX W BRYN MAWR AVE,850,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,Y,N,2022,48,6,1167568,1937390,41.9837501,-87.65907898,"(41.98375009837563, -87.65907898087417)"
HX424444,9/11/2014 15:00,015XX W PRATT BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,2432,40,18,1164668,1945214,42.00528151,-87.66952159,"(42.00528151023545, -87.66952159152738)"
HX424726,9/11/2014 15:30,021XX W GREENLEAF AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,N,2411,50,08A,1160575,1946965,42.0101724,-87.6845312,"(42.01017239781616, -87.6845311965045)"
HX425539,9/11/2014 18:00,013XX W GREENLEAF AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,2423,49,6,1165853,1947112,42.01046436,-87.6651074,"(42.01046436102735, -87.66510740379232)"
HX425293,9/11/2014 18:00,014XX W EDGEWATER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,N,N,2013,48,14,1165557,1938274,41.98621902,-87.66644976,"(41.98621902259608, -87.66644975517781)"
HX424884,9/11/2014 20:36,010XX W BRYN MAWR AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2023,48,6,1168032,1937324,41.98355896,-87.65737439,"(41.983558956968906, -87.65737439198168)"
HX425190,9/11/2014 20:45,020XX W DEVON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2413,50,14,1161176,1942441,41.99774589,-87.68244645,"(41.997745890713816, -87.68244644946341)"
HX426617,9/11/2014 21:15,063XX N MAGNOLIA AVE,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),N,N,2433,40,6,1166841,1942176,41.99689867,-87.66161469,"(41.996898670523244, -87.66161468877384)"
HX425804,9/11/2014 21:30,058XX N RIDGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2013,48,14,1165452,1938887,41.98790335,-87.6668184,"(41.98790335487334, -87.66681839508475)"
HX424996,9/11/2014 21:57,056XX N LAKE SHORE DR SB,460,BATTERY,SIMPLE,PARK PROPERTY,N,N,2022,48,08B,1169157,1937627,41.98436596,-87.65322802,"(41.98436595816269, -87.65322802056477)"
HX425038,9/11/2014 23:06,010XX W THORNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,2433,48,18,1167917,1939734,41.99017454,-87.65772742,"(41.99017454321426, -87.65772741980967)"
HX425121,9/12/2014 2:00,056XX N WINTHROP AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,2022,48,6,1167818,1937424,41.98383799,-87.65815854,"(41.983837991179676, -87.65815854214115)"
HX429176,9/12/2014 2:00,064XX N RIDGE BLVD,820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2412,50,6,1162569,1942786,41.99866341,-87.67731239,"(41.99866341046913, -87.6773123904513)"
HX425158,9/12/2014 4:38,060XX N WESTERN AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,2413,40,6,1159270,1939852,41.99068112,-87.68952954,"(41.9906811198441, -87.68952953907934)"
HX425384,9/12/2014 10:22,057XX N WINTHROP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2022,48,08B,1167782,1938474,41.98672,-87.65826051,"(41.98671999557696, -87.65826050565965)"
HX429770,9/12/2014 12:00,011XX W PRATT BLVD,820,THEFT,$500 AND UNDER,APARTMENT,N,N,2432,49,6,1167141,1945290,42.00543708,-87.66042109,"(42.005437080025295, -87.66042109023451)"
HX433343,9/12/2014 13:30,024XX W LUNT AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,N,N,2411,50,11,1158983,1946439,42.008762,-87.69040327,"(42.0087619965117, -87.69040326623785)"
HX425682,9/12/2014 14:00,060XX N BROADWAY,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,N,N,2433,48,6,1167166,1940345,41.99186737,-87.66047208,"(41.99186736528413, -87.66047207743884)"
HX425861,9/12/2014 15:15,014XX W ALBION AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,Y,2432,40,08A,1165457,1943905,42.00167276,-87.66665631,"(42.00167276413745, -87.66665631407405)"
HX425811,9/12/2014 15:20,059XX N GLENWOOD AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",Y,N,2013,48,08A,1165871,1939326,41.98909902,-87.66526469,"(41.98909902450144, -87.66526469389366)"
HX425834,9/12/2014 15:50,018XX W HOOD AVE,560,ASSAULT,SIMPLE,APARTMENT,N,Y,2413,40,08A,1162905,1940819,41.99325883,-87.67613189,"(41.993258834215965, -87.6761318878479)"
HX425924,9/12/2014 17:15,014XX W GRANVILLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2433,40,14,1165327,1941321,41.99458498,-87.66720852,"(41.99458498436129, -87.6672085170653)"
HX425972,9/12/2014 17:35,065XX N DAMEN AVE,560,ASSAULT,SIMPLE,APARTMENT,N,Y,2412,50,08A,1161820,1943235,41.99991119,-87.68005512,"(41.99991119335112, -87.68005512443378)"
HX426003,9/12/2014 17:48,069XX N GREENVIEW AVE,460,BATTERY,SIMPLE,SIDEWALK,N,N,2431,49,08B,1165141,1946463,42.00869871,-87.66774567,"(42.00869871390961, -87.66774567160238)"
HX426911,9/12/2014 18:00,022XX W DEVON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,N,N,2412,50,26,1159989,1942486,41.99789405,-87.68681174,"(41.997894048239964, -87.68681174282963)"
HX426175,9/12/2014 19:58,021XX W FARWELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2411,50,08B,1160588,1945536,42.00625091,-87.68452321,"(42.0062509113336, -87.68452321207418)"
HX426223,9/12/2014 21:31,017XX W MORSE AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,2424,49,3,1163299,1946147,42.0078707,-87.67453181,"(42.00787070006769, -87.67453181446359)"
HX428207,9/12/2014 22:00,064XX N BELL AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,N,N,2412,50,04B,1160095,1942898,41.99902239,-87.68641036,"(41.99902239332144, -87.68641035553821)"
HX426433,9/12/2014 23:00,062XX N WINTHROP AVE,1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,RESIDENCE,N,Y,2433,48,11,1167688,1941511,41.99505562,-87.65851822,"(41.9950556229971, -87.65851821814762)"
HX426508,9/13/2014 4:20,059XX N KENMORE AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,N,N,2433,48,04B,1168118,1939964,41.99080131,-87.65698142,"(41.9908013145955, -87.6569814241357)"
HX426825,9/13/2014 11:05,058XX N RAVENSWOOD AVE,810,THEFT,OVER $500,CEMETARY,N,N,2012,40,6,1163299,1938482,41.98683773,-87.67474872,"(41.986837726367064, -87.67474871665148)"
HX427065,9/13/2014 12:30,022XX W PETERSON AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2413,40,6,1160495,1939865,41.99069143,-87.68502334,"(41.99069143373421, -87.6850233433245)"
HX428359,9/13/2014 16:00,010XX W HOLLYWOOD AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,2022,48,08B,1167949,1938067,41.98559956,-87.65765809,"(41.98559956423253, -87.65765809214973)"
HX427067,9/13/2014 16:11,012XX W LUNT AVE,1020,ARSON,BY FIRE,STREET,N,N,2431,49,9,1166415,1946604,42.00905834,-87.66305424,"(42.0090583448703, -87.66305424123581)"
HX427585,9/14/2014 0:15,064XX N CLAREMONT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,2412,50,26,1159517,1942770,41.99868312,-87.6885402,"(41.99868312026249, -87.68854019762966)"
HX427885,9/14/2014 10:15,013XX W LUNT AVE,460,BATTERY,SIMPLE,SIDEWALK,N,N,2431,49,08B,1165910,1946590,42.00903076,-87.66491268,"(42.009030763307486, -87.66491267676886)"
HX427932,9/14/2014 10:30,013XX W LUNT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2423,49,08B,1166066,1946675,42.00926066,-87.66433627,"(42.009260660975485, -87.66433626632985)"
HX460076,9/14/2014 15:50,064XX N CLARK ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,POLICE FACILITY/VEH PARKING LOT,Y,N,2432,40,24,1164196,1943190,41.99973764,-87.67131568,"(41.99973763558644, -87.67131568498044)"
HX428346,9/14/2014 16:00,066XX N WESTERN AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,N,N,2412,50,3,1159075,1943920,42.00184788,-87.6901344,"(42.00184788223103, -87.69013440136565)"
HX428431,9/14/2014 17:03,012XX W LUNT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2431,49,26,1166415,1946604,42.00905834,-87.66305424,"(42.0090583448703, -87.66305424123581)"
HX428367,9/14/2014 17:50,057XX N BROADWAY,560,ASSAULT,SIMPLE,DRUG STORE,N,N,2022,48,08A,1167311,1938285,41.98621155,-87.6599983,"(41.98621154902494, -87.65999830111407)"
HX428429,9/14/2014 18:40,063XX N BELL AVE,460,BATTERY,SIMPLE,STREET,N,N,2413,50,08B,1160115,1942264,41.99728226,-87.6863544,"(41.99728226116693, -87.68635440375493)"
HX428492,9/14/2014 19:00,064XX N SHERIDAN RD,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,N,N,2432,49,26,1167130,1943095,41.9994142,-87.66052502,"(41.999414198720565, -87.66052501871162)"
HX428516,9/14/2014 20:24,066XX N CLARK ST,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2432,49,08B,1163864,1944427,42.00313903,-87.67250191,"(42.00313903140781, -87.67250190556098)"
HX428833,9/14/2014 22:00,017XX W THORNDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2012,40,14,1163900,1939005,41.98826015,-87.6725234,"(41.988260151978515, -87.67252339617738)"
HX428740,9/15/2014 0:01,058XX N BROADWAY,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,2022,48,26,1167293,1938832,41.98771292,-87.66004869,"(41.98771291884768, -87.66004868850727)"
HX428744,9/15/2014 0:55,064XX N CLARK ST,460,BATTERY,SIMPLE,SIDEWALK,Y,N,2432,40,08B,1164336,1942660,41.99828033,-87.67081575,"(41.99828033096161, -87.67081574704193)"
HX428769,9/15/2014 2:35,059XX N HERMITAGE AVE,460,BATTERY,SIMPLE,APARTMENT,Y,N,2012,40,08B,1163691,1939272,41.98899723,-87.67328455,"(41.98899723084213, -87.67328454675095)"
HX438644,9/15/2014 9:00,062XX N MAGNOLIA AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,2433,48,11,1166781,1941510,41.99507244,-87.66185461,"(41.995072443594445, -87.66185461451617)"
HX430072,9/15/2014 9:00,064XX N GREENVIEW AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,2432,40,6,1165138,1943109,41.99949533,-87.66785263,"(41.99949533196523, -87.66785262754618)"
HX440462,9/15/2014 9:00,010XX W ROSEMONT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,2433,48,26,1167829,1941961,41.99628738,-87.6579865,"(41.9962873815454, -87.65798649989003)"
HX429430,9/15/2014 10:20,011XX W LUNT AVE,810,THEFT,OVER $500,APARTMENT,N,Y,2431,49,6,1166943,1946619,42.00908814,-87.66111115,"(42.00908814479977, -87.66111115231669)"
HX468607,9/15/2014 12:00,065XX N DAMEN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,2412,50,26,1161822,1943184,41.99977121,-87.6800492,"(41.99977120596632, -87.68004919837729)"
HX429884,9/15/2014 12:44,010XX W HOLLYWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,2022,48,26,1168140,1938073,41.98561189,-87.65695544,"(41.98561189150099, -87.65695543563298)"
HX429838,9/15/2014 13:00,067XX N SHERIDAN RD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,N,N,2432,49,11,1166989,1944906,42.00438665,-87.6609914,"(42.004386654528155, -87.66099140226704)"
HX432046,9/15/2014 16:54,070XX N RIDGE BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,2424,49,26,1161307,1946633,42.00924613,-87.68184721,"(42.009246126478416, -87.68184720725914)"
HX429713,9/15/2014 18:13,021XX W PETERSON AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,Y,N,2413,40,6,1161031,1939882,41.99072693,-87.68305134,"(41.99072693103459, -87.68305133707854)"
HX430995,9/15/2014 21:00,013XX W GREENLEAF AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2423,49,14,1166477,1947050,42.01028084,-87.66281327,"(42.010280843465104, -87.66281327350725)"
HX430026,9/16/2014 1:30,020XX W DEVON AVE,460,BATTERY,SIMPLE,RESTAURANT,N,N,2412,50,08B,1161438,1942529,41.9979819,-87.68148018,"(41.997981896507454, -87.68148018267271)"
HX433221,9/16/2014 9:00,013XX W GREENLEAF AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,2423,49,11,1165905,1947114,42.01046874,-87.66491602,"(42.01046873509441, -87.66491601985362)"
HX535850,9/16/2014 9:00,060XX N BROADWAY,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,LIBRARY,N,N,2433,48,11,1167176,1940031,41.99100553,-87.66044437,"(41.991005526517085, -87.66044436978856)"
HX431565,9/16/2014 9:30,023XX W FARWELL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,2411,50,11,1159348,1945494,42.00616136,-87.6890865,"(42.006161357574854, -87.68908649543994)"
HX430818,9/16/2014 15:30,014XX W HOOD AVE,810,THEFT,OVER $500,STREET,N,N,2433,48,6,1165794,1940993,41.99367496,-87.66550009,"(41.99367496318104, -87.66550009436602)"
HX431200,9/16/2014 17:00,017XX W NORTH SHORE AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),Y,N,2432,49,08B,1163685,1944518,42.00339253,-87.67315785,"(42.003392526827405, -87.67315785428012)"
HX432025,9/16/2014 17:00,013XX W DEVON AVE,917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",DRIVEWAY - RESIDENTIAL,N,N,2433,40,7,1165974,1942583,41.99803411,-87.66479232,"(41.99803410608895, -87.6647923223673)"
HX430900,9/16/2014 17:30,064XX N CLARK ST,460,BATTERY,SIMPLE,SMALL RETAIL STORE,Y,N,2432,40,08B,1164325,1942696,41.99837935,-87.67085519,"(41.998379349411415, -87.67085518767202)"
HX431151,9/16/2014 18:00,058XX N WINTHROP AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2022,48,6,1167842,1939146,41.98856268,-87.65802034,"(41.988562681258955, -87.65802033774492)"
HX431667,9/16/2014 18:48,061XX N HAMILTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,2413,40,26,1160848,1940526,41.9924979,-87.68370648,"(41.9924979010331, -87.6837064845263)"
HX431083,9/16/2014 19:35,069XX N WESTERN AVE,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,2411,50,6,1159010,1946358,42.00853917,-87.69030616,"(42.00853917354512, -87.69030616428114)"
HX431473,9/16/2014 20:00,020XX W MORSE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2411,50,14,1160810,1945877,42.00718201,-87.68369693,"(42.0071820055334, -87.68369692604463)"
HX431115,9/16/2014 20:00,067XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2432,49,08B,1166994,1944741,42.00393378,-87.66097777,"(42.00393378397829, -87.66097777437871)"
HX431264,9/16/2014 21:24,016XX W LUNT AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,2423,49,08A,1164127,1946615,42.00913738,-87.67147212,"(42.00913737715018, -87.67147211528655)"
HX431640,9/16/2014 22:30,067XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,N,N,2432,49,14,1163889,1944645,42.0037367,-87.67240374,"(42.0037366990598, -87.6724037409449)"
HX432787,9/17/2014 6:00,059XX N PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2012,40,14,1164194,1939278,41.98900304,-87.67143428,"(41.98900304240936, -87.67143427972198)"
HX431439,9/17/2014 7:15,024XX W GREENLEAF AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2411,50,14,1158886,1946668,42.00939238,-87.69075383,"(42.009392378028394, -87.69075383180031)"
HX431991,9/17/2014 14:19,064XX N RIDGE BLVD,2027,NARCOTICS,POSS: CRACK,NURSING HOME/RETIREMENT HOME,Y,N,2412,50,18,1162492,1943002,41.99925774,-87.67758956,"(41.99925773912629, -87.67758956392717)"
HX432935,9/17/2014 17:30,066XX N GLENWOOD AVE,810,THEFT,OVER $500,OTHER,N,N,2432,40,6,1165764,1944372,42.00294766,-87.66551351,"(42.00294765673693, -87.66551350693322)"
HX433592,9/17/2014 18:00,016XX W HIGHLAND AVE,820,THEFT,$500 AND UNDER,OTHER,N,N,2433,40,6,1164097,1942095,41.99673503,-87.67171101,"(41.996735027109196, -87.67171100598671)"
HX433405,9/17/2014 18:00,059XX N KENMORE AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,2433,48,6,1168118,1939945,41.99074918,-87.65698198,"(41.99074917819341, -87.65698197607864)"
HX432427,9/17/2014 19:07,010XX W LOYOLA AVE,1330,CRIMINAL TRESPASS,TO LAND,COLLEGE/UNIVERSITY GROUNDS,Y,N,2432,49,26,1168149,1943934,42.0016944,-87.65675202,"(42.00169439592518, -87.6567520209438)"
HX434329,9/17/2014 20:00,015XX W PRATT BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2432,40,14,1164668,1945214,42.00528151,-87.66952159,"(42.00528151023545, -87.66952159152738)"
HX432475,9/17/2014 20:00,061XX N WINTHROP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2433,48,08B,1167789,1940857,41.99325885,-87.65816566,"(41.99325884914316, -87.65816566112822)"
HX433670,9/17/2014 20:30,013XX W NORTH SHORE AVE,820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,N,N,2432,40,6,1165831,1944606,42.00358832,-87.6652603,"(42.00358832309641, -87.66526030179988)"
HX433667,9/18/2014 0:01,063XX N ARTESIAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,2413,50,11,1158879,1941870,41.99622665,-87.69091204,"(41.996226646618396, -87.69091204465444)"
HX432708,9/18/2014 0:15,023XX W ROSEMONT AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,N,N,2413,50,3,1159289,1941801,41.99602886,-87.68940575,"(41.996028857683164, -87.6894057464081)"
HX432731,9/18/2014 0:51,019XX W LUNT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2424,49,18,1162280,1946558,42.00901995,-87.67826936,"(42.009019950363815, -87.67826936393872)"
HX432799,9/18/2014 4:45,058XX N RIDGE AVE,460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,N,N,2013,48,08B,1164952,1939187,41.98873723,-87.66864886,"(41.988737226434644, -87.6686488605086)"
HX433084,9/18/2014 9:01,023XX W DEVON AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,N,N,2413,50,26,1159270,1942384,41.99762902,-87.68945951,"(41.997629022839696, -87.68945951276537)"
HY167025,9/18/2014 12:00,066XX N DAMEN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2412,50,11,1161798,1943926,42.00180778,-87.68011666,"(42.00180777810035, -87.68011666385436)"
HX433547,9/18/2014 12:30,014XX W THORNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2013,48,14,1165483,1939676,41.99006773,-87.66668179,"(41.99006773048843, -87.66668178565122)"
HX433406,9/18/2014 13:00,059XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,N,N,2433,48,14,1168118,1939945,41.99074918,-87.65698198,"(41.99074917819341, -87.65698197607864)"
HX433570,9/18/2014 13:45,060XX N PAULINA ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2433,40,5,1164124,1940338,41.9919132,-87.67166163,"(41.991913197988865, -87.67166162514565)"
HX434018,9/18/2014 15:00,061XX N ARTESIAN AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2413,50,5,1158905,1940986,41.99380038,-87.6908408,"(41.99380038188945, -87.69084080068642)"
HX433813,9/18/2014 18:35,066XX N CLARK ST,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,SIDEWALK,Y,N,2432,40,15,1163996,1943927,42.00176422,-87.67203049,"(42.00176422271197, -87.67203049326763)"
HX434693,9/18/2014 20:00,017XX W GREENLEAF AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2424,49,7,1163342,1947036,42.01030923,-87.67434843,"(42.01030922760529, -87.67434843059739)"
HX435063,9/19/2014 0:01,061XX N WINTHROP AVE,4388,OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,APARTMENT,Y,Y,2433,48,26,1167789,1940857,41.99325885,-87.65816566,"(41.99325884914316, -87.65816566112822)"
HX434104,9/19/2014 1:10,022XX W DEVON AVE,820,THEFT,$500 AND UNDER,RESTAURANT,Y,N,2413,50,6,1160202,1942413,41.99768932,-87.68603022,"(41.9976893180169, -87.68603022107895)"
HX434299,9/19/2014 6:30,012XX W ARDMORE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2013,48,6,1166515,1938932,41.98800407,-87.66290733,"(41.988004068838926, -87.66290732667457)"
HX457670,9/19/2014 7:30,010XX W BRYN MAWR AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,2023,48,10,1168032,1937324,41.98355896,-87.65737439,"(41.983558956968906, -87.65737439198168)"
HX477669,9/19/2014 9:00,061XX N SEELEY AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,2413,40,10,1161597,1940401,41.99213927,-87.68095492,"(41.99213927256429, -87.68095491586726)"
HX434629,9/19/2014 11:45,059XX N GLENWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",Y,N,2013,48,18,1165871,1939326,41.98909902,-87.66526469,"(41.98909902450144, -87.66526469389366)"
HX436492,9/19/2014 16:00,017XX W DEVON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,BARBERSHOP,N,N,2433,40,11,1163533,1942518,41.99790769,-87.67377373,"(41.99790768993869, -87.67377373425799)"
HX435071,9/19/2014 16:30,062XX N WESTERN AVE,820,THEFT,$500 AND UNDER,OTHER,N,N,2413,50,6,1159155,1941160,41.99427269,-87.68991639,"(41.99427269380229, -87.68991638812635)"
HX435978,9/19/2014 20:00,014XX W ARDMORE AVE,810,THEFT,OVER $500,RESIDENCE-GARAGE,N,N,2013,48,6,1165844,1938923,41.98799376,-87.66537556,"(41.98799375954496, -87.665375564186)"
HX439891,9/19/2014 20:30,016XX W MORSE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2431,49,6,1164179,1946174,42.00792616,-87.67129334,"(42.0079261607086, -87.67129334027683)"
HX435482,9/19/2014 21:46,024XX W NORTH SHORE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,2412,50,15,1158634,1944435,42.00327014,-87.69174259,"(42.003270139300824, -87.6917425893132)"
HX435433,9/19/2014 22:06,061XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2433,48,08B,1168547,1941219,41.99423575,-87.65536692,"(41.99423575100411, -87.65536692393604)"
HX444911,9/19/2014 23:00,062XX N CLAREMONT AVE,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),N,N,2413,50,6,1159474,1941517,41.99524573,-87.68873308,"(41.995245731892986, -87.68873308043206)"
HX435925,9/20/2014 0:00,064XX N MAGNOLIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,N,N,2432,40,14,1166804,1942931,41.9989712,-87.66172901,"(41.998971202305434, -87.661729012274)"
HX439108,9/20/2014 0:00,064XX N CAMPBELL AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2412,50,6,1158522,1942740,41.9986213,-87.69220133,"(41.998621301073364, -87.692201326466)"
HX436297,9/20/2014 0:01,058XX N SHERIDAN RD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,2022,48,26,1168531,1939127,41.98849561,-87.65548669,"(41.98849560871664, -87.65548668869343)"
HX437738,9/20/2014 3:00,065XX N ASHLAND AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,2432,40,6,1164386,1943525,42.00065285,-87.67060719,"(42.000652850559085, -87.67060718537738)"
HX435707,9/20/2014 4:55,064XX N SHERIDAN RD,560,ASSAULT,SIMPLE,CONVENIENCE STORE,Y,N,2432,49,08A,1167346,1942707,41.99834486,-87.65974164,"(41.998344859348194, -87.65974164481442)"
HX435870,9/20/2014 7:05,015XX W FARWELL AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,2431,49,2,1164670,1945744,42.0067358,-87.66949911,"(42.00673579875284, -87.66949911413826)"
HX435854,9/20/2014 8:45,060XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2433,48,08B,1168580,1940148,41.99129619,-87.65527673,"(41.99129618942525, -87.65527672976876)"
